m1_msun,m2_msun,scale_factor,redshift,chirp_mass_msun,total_mass_msun,mass_ratio_q,eta,passes_quality_cut,f_isco_hz,band,in_pta,in_lisa,in_gap
2.701683e+07,2.701683e+07,0.17098700,4.84839800,2.351952e+07,5.403366e+07,1.00000000,0.25000000,1,8.137844e-05,gap,0,0,1
1.963419e+06,1.963419e+06,0.17100599,4.84774823,1.709256e+06,3.926838e+06,1.00000000,0.25000000,1,1.119775e-03,lisa,0,1,0
4.604060e+06,4.604060e+06,0.17138800,4.83471421,4.008067e+06,9.208119e+06,1.00000000,0.25000000,1,4.775323e-04,gap,0,0,1
1.337606e+06,1.337606e+06,0.17151301,4.83046162,1.164453e+06,2.675211e+06,1.00000000,0.25000000,1,1.643674e-03,lisa,0,1,0
1.203754e+06,1.203754e+06,0.17210101,4.81054128,1.047929e+06,2.407508e+06,1.00000000,0.25000000,1,1.826442e-03,lisa,0,1,0
1.448417e+06,1.448417e+06,0.17251299,4.79666483,1.260921e+06,2.896835e+06,1.00000000,0.25000000,1,1.517924e-03,lisa,0,1,0
1.407421e+06,1.407421e+06,0.17253201,4.79602601,1.225231e+06,2.814842e+06,1.00000000,0.25000000,1,1.562139e-03,lisa,0,1,0
1.590094e+06,1.590094e+06,0.17273600,4.78918104,1.384258e+06,3.180189e+06,1.00000000,0.25000000,1,1.382677e-03,lisa,0,1,0
1.638367e+06,1.638367e+06,0.17282601,4.78616620,1.426282e+06,3.276734e+06,1.00000000,0.25000000,1,1.341938e-03,lisa,0,1,0
1.836743e+08,1.836743e+08,0.17291901,4.78305432,1.598978e+08,3.673487e+08,1.00000000,0.25000000,1,1.197003e-05,gap,0,0,1
1.792885e+06,1.792885e+06,0.17303100,4.77931115,1.560797e+06,3.585769e+06,1.00000000,0.25000000,1,1.226285e-03,lisa,0,1,0
1.188221e+06,1.188221e+06,0.17358300,4.76093278,1.034407e+06,2.376442e+06,1.00000000,0.25000000,1,1.850318e-03,lisa,0,1,0
6.957293e+06,6.957293e+06,0.17364700,4.75880949,6.056675e+06,1.391459e+07,1.00000000,0.25000000,1,3.160119e-04,gap,0,0,1
1.755241e+06,1.755241e+06,0.17376301,4.75496487,1.528026e+06,3.510481e+06,1.00000000,0.25000000,1,1.252585e-03,lisa,0,1,0
1.814836e+06,1.814836e+06,0.17395601,4.74857988,1.579907e+06,3.629672e+06,1.00000000,0.25000000,1,1.211452e-03,lisa,0,1,0
1.302619e+06,1.302619e+06,0.17399400,4.74732446,1.133996e+06,2.605238e+06,1.00000000,0.25000000,1,1.687821e-03,lisa,0,1,0
4.443062e+06,4.443062e+06,0.17404900,4.74550829,3.867910e+06,8.886124e+06,1.00000000,0.25000000,1,4.948361e-04,gap,0,0,1
